"Town/County","FIPS","Year","Unit Type","Measure Type","Variable","Value"
"Ellington","0901325360","2012-2016","Total","Number","Housing Units",6847
"Ellington","0901325360","2012-2016","Total","Number","Margins of Error",275
"Ellington","0901325360","2012-2016","Detached","Number","Housing Units",4095
"Ellington","0901325360","2012-2016","Detached","Number","Margins of Error",336
"Ellington","0901325360","2012-2016","Detached","Percent","Housing Units",59.8
"Ellington","0901325360","2012-2016","Detached","Percent","Margins of Error",4
"Enfield","0900325990","2006-2010","Total","Number","Housing Units",16991
"Enfield","0900325990","2006-2010","Total","Number","Margins of Error",393
"Enfield","0900325990","2006-2010","Detached","Number","Housing Units",11950
"Enfield","0900325990","2006-2010","Detached","Number","Margins of Error",356
"Enfield","0900325990","2006-2010","Detached","Percent","Housing Units",70.3
"Enfield","0900325990","2006-2010","Detached","Percent","Margins of Error",1.7
"Enfield","0900325990","2007-2011","Total","Number","Housing Units",17240
"Enfield","0900325990","2007-2011","Total","Number","Margins of Error",417
"Enfield","0900325990","2007-2011","Detached","Number","Housing Units",12077
"Enfield","0900325990","2007-2011","Detached","Number","Margins of Error",385
"Enfield","0900325990","2007-2011","Detached","Percent","Housing Units",70.1
"Enfield","0900325990","2007-2011","Detached","Percent","Margins of Error",1.7
"Enfield","0900325990","2008-2012","Total","Number","Housing Units",17184
"Enfield","0900325990","2008-2012","Total","Number","Margins of Error",418
"Enfield","0900325990","2008-2012","Detached","Number","Housing Units",11955
"Enfield","0900325990","2008-2012","Detached","Number","Margins of Error",389
"Enfield","0900325990","2008-2012","Detached","Percent","Housing Units",69.6
"Enfield","0900325990","2008-2012","Detached","Percent","Margins of Error",1.7
"Enfield","0900325990","2009-2013","Total","Number","Housing Units",17386
"Enfield","0900325990","2009-2013","Total","Number","Margins of Error",441
"Enfield","0900325990","2009-2013","Detached","Number","Housing Units",11904
"Enfield","0900325990","2009-2013","Detached","Number","Margins of Error",374
"Enfield","0900325990","2009-2013","Detached","Percent","Housing Units",68.5
"Enfield","0900325990","2009-2013","Detached","Percent","Margins of Error",1.7
"Enfield","0900325990","2010-2014","Total","Number","Housing Units",17302
"Enfield","0900325990","2010-2014","Total","Number","Margins of Error",469
"Enfield","0900325990","2010-2014","Detached","Number","Housing Units",11878
"Enfield","0900325990","2010-2014","Detached","Number","Margins of Error",427
"Enfield","0900325990","2010-2014","Detached","Percent","Housing Units",68.7
"Enfield","0900325990","2010-2014","Detached","Percent","Margins of Error",1.7
"Enfield","0900325990","2011-2015","Total","Number","Housing Units",17446
"Enfield","0900325990","2011-2015","Total","Number","Margins of Error",474
"Enfield","0900325990","2011-2015","Detached","Number","Housing Units",12024
"Enfield","0900325990","2011-2015","Detached","Number","Margins of Error",475
"Enfield","0900325990","2011-2015","Detached","Percent","Housing Units",68.9
"Enfield","0900325990","2011-2015","Detached","Percent","Margins of Error",1.6
"Enfield","0900325990","2012-2016","Total","Number","Housing Units",17403
"Enfield","0900325990","2012-2016","Total","Number","Margins of Error",409
"Enfield","0900325990","2012-2016","Detached","Number","Housing Units",12166
"Enfield","0900325990","2012-2016","Detached","Number","Margins of Error",439
"Enfield","0900325990","2012-2016","Detached","Percent","Housing Units",69.9
"Enfield","0900325990","2012-2016","Detached","Percent","Margins of Error",1.5
"Essex","0900726270","2006-2010","Total","Number","Housing Units",3407
"Essex","0900726270","2006-2010","Total","Number","Margins of Error",189
"Essex","0900726270","2006-2010","Detached","Number","Housing Units",2658
"Essex","0900726270","2006-2010","Detached","Number","Margins of Error",211
"Essex","0900726270","2006-2010","Detached","Percent","Housing Units",78
"Essex","0900726270","2006-2010","Detached","Percent","Margins of Error",4.6
"Essex","0900726270","2007-2011","Total","Number","Housing Units",3269
"Essex","0900726270","2007-2011","Total","Number","Margins of Error",179
"Essex","0900726270","2007-2011","Detached","Number","Housing Units",2565
"Essex","0900726270","2007-2011","Detached","Number","Margins of Error",218
"Essex","0900726270","2007-2011","Detached","Percent","Housing Units",78.5
"Essex","0900726270","2007-2011","Detached","Percent","Margins of Error",5.2
"Essex","0900726270","2008-2012","Total","Number","Housing Units",3175
"Essex","0900726270","2008-2012","Total","Number","Margins of Error",205
"Essex","0900726270","2008-2012","Detached","Number","Housing Units",2501
"Essex","0900726270","2008-2012","Detached","Number","Margins of Error",220
"Essex","0900726270","2008-2012","Detached","Percent","Housing Units",78.8
"Essex","0900726270","2008-2012","Detached","Percent","Margins of Error",4.9
"Essex","0900726270","2009-2013","Total","Number","Housing Units",3202
"Essex","0900726270","2009-2013","Total","Number","Margins of Error",208
"Essex","0900726270","2009-2013","Detached","Number","Housing Units",2414
"Essex","0900726270","2009-2013","Detached","Number","Margins of Error",227
"Essex","0900726270","2009-2013","Detached","Percent","Housing Units",75.4
"Essex","0900726270","2009-2013","Detached","Percent","Margins of Error",5.4
"Essex","0900726270","2010-2014","Total","Number","Housing Units",3195
"Essex","0900726270","2010-2014","Total","Number","Margins of Error",159
"Essex","0900726270","2010-2014","Detached","Number","Housing Units",2457
"Essex","0900726270","2010-2014","Detached","Number","Margins of Error",155
"Essex","0900726270","2010-2014","Detached","Percent","Housing Units",76.9
"Essex","0900726270","2010-2014","Detached","Percent","Margins of Error",4.4
"Essex","0900726270","2011-2015","Total","Number","Housing Units",3263
"Essex","0900726270","2011-2015","Total","Number","Margins of Error",197
"Essex","0900726270","2011-2015","Detached","Number","Housing Units",2455
"Essex","0900726270","2011-2015","Detached","Number","Margins of Error",218
"Essex","0900726270","2011-2015","Detached","Percent","Housing Units",75.2
"Essex","0900726270","2011-2015","Detached","Percent","Margins of Error",5.5
"Essex","0900726270","2012-2016","Total","Number","Housing Units",3285
"Essex","0900726270","2012-2016","Total","Number","Margins of Error",220
"Essex","0900726270","2012-2016","Detached","Number","Housing Units",2465
"Essex","0900726270","2012-2016","Detached","Number","Margins of Error",244
"Essex","0900726270","2012-2016","Detached","Percent","Housing Units",75
"Essex","0900726270","2012-2016","Detached","Percent","Margins of Error",6.9
"Fairfield","0900126620","2006-2010","Total","Number","Housing Units",20537
"Fairfield","0900126620","2006-2010","Total","Number","Margins of Error",516
"Fairfield","0900126620","2006-2010","Detached","Number","Housing Units",16215
"Fairfield","0900126620","2006-2010","Detached","Number","Margins of Error",508
"Fairfield","0900126620","2006-2010","Detached","Percent","Housing Units",79
"Fairfield","0900126620","2006-2010","Detached","Percent","Margins of Error",1.5
"Fairfield","0900126620","2007-2011","Total","Number","Housing Units",21184
"Fairfield","0900126620","2007-2011","Total","Number","Margins of Error",445
"Fairfield","0900126620","2007-2011","Detached","Number","Housing Units",16611
"Fairfield","0900126620","2007-2011","Detached","Number","Margins of Error",467
"Fairfield","0900126620","2007-2011","Detached","Percent","Housing Units",78.4
"Fairfield","0900126620","2007-2011","Detached","Percent","Margins of Error",1.6
"Fairfield","0900126620","2008-2012","Total","Number","Housing Units",21612
"Fairfield","0900126620","2008-2012","Total","Number","Margins of Error",374
"Fairfield","0900126620","2008-2012","Detached","Number","Housing Units",17064
"Fairfield","0900126620","2008-2012","Detached","Number","Margins of Error",417
"Fairfield","0900126620","2008-2012","Detached","Percent","Housing Units",79
"Fairfield","0900126620","2008-2012","Detached","Percent","Margins of Error",1.6
"Fairfield","0900126620","2009-2013","Total","Number","Housing Units",21392
"Fairfield","0900126620","2009-2013","Total","Number","Margins of Error",393
"Fairfield","0900126620","2009-2013","Detached","Number","Housing Units",16959
"Fairfield","0900126620","2009-2013","Detached","Number","Margins of Error",402
"Fairfield","0900126620","2009-2013","Detached","Percent","Housing Units",79.3
"Fairfield","0900126620","2009-2013","Detached","Percent","Margins of Error",1.3
"Fairfield","0900126620","2010-2014","Total","Number","Housing Units",21334
"Fairfield","0900126620","2010-2014","Total","Number","Margins of Error",415
"Fairfield","0900126620","2010-2014","Detached","Number","Housing Units",16914
"Fairfield","0900126620","2010-2014","Detached","Number","Margins of Error",425
"Fairfield","0900126620","2010-2014","Detached","Percent","Housing Units",79.3
"Fairfield","0900126620","2010-2014","Detached","Percent","Margins of Error",1.4
"Fairfield","0900126620","2011-2015","Total","Number","Housing Units",21359
"Fairfield","0900126620","2011-2015","Total","Number","Margins of Error",364
"Fairfield","0900126620","2011-2015","Detached","Number","Housing Units",17089
"Fairfield","0900126620","2011-2015","Detached","Number","Margins of Error",374
"Fairfield","0900126620","2011-2015","Detached","Percent","Housing Units",80
"Fairfield","0900126620","2011-2015","Detached","Percent","Margins of Error",1.2
"Fairfield","0900126620","2012-2016","Total","Number","Housing Units",21278
"Fairfield","0900126620","2012-2016","Total","Number","Margins of Error",373
"Fairfield","0900126620","2012-2016","Detached","Number","Housing Units",17064
"Fairfield","0900126620","2012-2016","Detached","Number","Margins of Error",397
"Fairfield","0900126620","2012-2016","Detached","Percent","Housing Units",80.2
"Fairfield","0900126620","2012-2016","Detached","Percent","Margins of Error",1.1
"Fairfield County","09001","2006-2010","Total","Number","Housing Units",358132
"Fairfield County","09001","2006-2010","Total","Number","Margins of Error",718
"Fairfield County","09001","2006-2010","Detached","Number","Housing Units",207747
"Fairfield County","09001","2006-2010","Detached","Number","Margins of Error",1692
"Fairfield County","09001","2006-2010","Detached","Percent","Housing Units",58
"Fairfield County","09001","2006-2010","Detached","Percent","Margins of Error",0.5
"Fairfield County","09001","2007-2011","Total","Number","Housing Units",359873
"Fairfield County","09001","2007-2011","Total","Number","Margins of Error",532
"Fairfield County","09001","2007-2011","Detached","Number","Housing Units",208780
"Fairfield County","09001","2007-2011","Detached","Number","Margins of Error",1496
"Fairfield County","09001","2007-2011","Detached","Percent","Housing Units",58
"Fairfield County","09001","2007-2011","Detached","Percent","Margins of Error",0.4
"Fairfield County","09001","2008-2012","Total","Number","Housing Units",360692
"Fairfield County","09001","2008-2012","Total","Number","Margins of Error",518
"Fairfield County","09001","2008-2012","Detached","Number","Housing Units",209176
"Fairfield County","09001","2008-2012","Detached","Number","Margins of Error",1570
"Fairfield County","09001","2008-2012","Detached","Percent","Housing Units",58
"Fairfield County","09001","2008-2012","Detached","Percent","Margins of Error",0.4
"Fairfield County","09001","2009-2013","Total","Number","Housing Units",361272
"Fairfield County","09001","2009-2013","Total","Number","Margins of Error",428
"Fairfield County","09001","2009-2013","Detached","Number","Housing Units",209165
"Fairfield County","09001","2009-2013","Detached","Number","Margins of Error",1425
"Fairfield County","09001","2009-2013","Detached","Percent","Housing Units",57.9
"Fairfield County","09001","2009-2013","Detached","Percent","Margins of Error",0.4
"Fairfield County","09001","2010-2014","Total","Number","Housing Units",362616
"Fairfield County","09001","2010-2014","Total","Number","Margins of Error",444
"Fairfield County","09001","2010-2014","Detached","Number","Housing Units",210334
"Fairfield County","09001","2010-2014","Detached","Number","Margins of Error",1472
