"Town/County","FIPS","Year","Unit Type","Measure Type","Variable","Value"
"Monroe","0900148620","2011-2015","Total","Number","Housing Units",7047
"Monroe","0900148620","2011-2015","Total","Number","Margins of Error",246
"Monroe","0900148620","2011-2015","Detached","Number","Housing Units",5974
"Monroe","0900148620","2011-2015","Detached","Number","Margins of Error",267
"Monroe","0900148620","2011-2015","Detached","Percent","Housing Units",84.8
"Monroe","0900148620","2011-2015","Detached","Percent","Margins of Error",2.7
"Monroe","0900148620","2012-2016","Total","Number","Housing Units",7218
"Monroe","0900148620","2012-2016","Total","Number","Margins of Error",237
"Monroe","0900148620","2012-2016","Detached","Number","Housing Units",6167
"Monroe","0900148620","2012-2016","Detached","Number","Margins of Error",295
"Monroe","0900148620","2012-2016","Detached","Percent","Housing Units",85.4
"Monroe","0900148620","2012-2016","Detached","Percent","Margins of Error",2.8
"Montville","0901148900","2006-2010","Total","Number","Housing Units",6987
"Montville","0901148900","2006-2010","Total","Number","Margins of Error",280
"Montville","0901148900","2006-2010","Detached","Number","Housing Units",5451
"Montville","0901148900","2006-2010","Detached","Number","Margins of Error",357
"Montville","0901148900","2006-2010","Detached","Percent","Housing Units",78
"Montville","0901148900","2006-2010","Detached","Percent","Margins of Error",3.7
"Montville","0901148900","2007-2011","Total","Number","Housing Units",7475
"Montville","0901148900","2007-2011","Total","Number","Margins of Error",398
"Montville","0901148900","2007-2011","Detached","Number","Housing Units",5811
"Montville","0901148900","2007-2011","Detached","Number","Margins of Error",428
"Montville","0901148900","2007-2011","Detached","Percent","Housing Units",77.7
"Montville","0901148900","2007-2011","Detached","Percent","Margins of Error",3.5
"Montville","0901148900","2008-2012","Total","Number","Housing Units",7464
"Montville","0901148900","2008-2012","Total","Number","Margins of Error",338
"Montville","0901148900","2008-2012","Detached","Number","Housing Units",5784
"Montville","0901148900","2008-2012","Detached","Number","Margins of Error",322
"Montville","0901148900","2008-2012","Detached","Percent","Housing Units",77.5
"Montville","0901148900","2008-2012","Detached","Percent","Margins of Error",4
"Montville","0901148900","2009-2013","Total","Number","Housing Units",7495
"Montville","0901148900","2009-2013","Total","Number","Margins of Error",299
"Montville","0901148900","2009-2013","Detached","Number","Housing Units",5853
"Montville","0901148900","2009-2013","Detached","Number","Margins of Error",347
"Montville","0901148900","2009-2013","Detached","Percent","Housing Units",78.1
"Montville","0901148900","2009-2013","Detached","Percent","Margins of Error",3.6
"Montville","0901148900","2010-2014","Total","Number","Housing Units",7459
"Montville","0901148900","2010-2014","Total","Number","Margins of Error",325
"Montville","0901148900","2010-2014","Detached","Number","Housing Units",5793
"Montville","0901148900","2010-2014","Detached","Number","Margins of Error",317
"Montville","0901148900","2010-2014","Detached","Percent","Housing Units",77.7
"Montville","0901148900","2010-2014","Detached","Percent","Margins of Error",3
"Montville","0901148900","2011-2015","Total","Number","Housing Units",7589
"Montville","0901148900","2011-2015","Total","Number","Margins of Error",350
"Montville","0901148900","2011-2015","Detached","Number","Housing Units",5929
"Montville","0901148900","2011-2015","Detached","Number","Margins of Error",341
"Montville","0901148900","2011-2015","Detached","Percent","Housing Units",78.1
"Montville","0901148900","2011-2015","Detached","Percent","Margins of Error",3.2
"Montville","0901148900","2012-2016","Total","Number","Housing Units",7480
"Montville","0901148900","2012-2016","Total","Number","Margins of Error",323
"Montville","0901148900","2012-2016","Detached","Number","Housing Units",5944
"Montville","0901148900","2012-2016","Detached","Number","Margins of Error",315
"Montville","0901148900","2012-2016","Detached","Percent","Housing Units",79.5
"Montville","0901148900","2012-2016","Detached","Percent","Margins of Error",3
"Morris","0900549460","2006-2010","Total","Number","Housing Units",1303
"Morris","0900549460","2006-2010","Total","Number","Margins of Error",44
"Morris","0900549460","2006-2010","Detached","Number","Housing Units",1197
"Morris","0900549460","2006-2010","Detached","Number","Margins of Error",65
"Morris","0900549460","2006-2010","Detached","Percent","Housing Units",91.9
"Morris","0900549460","2006-2010","Detached","Percent","Margins of Error",4.2
"Morris","0900549460","2007-2011","Total","Number","Housing Units",1314
"Morris","0900549460","2007-2011","Total","Number","Margins of Error",41
"Morris","0900549460","2007-2011","Detached","Number","Housing Units",1167
"Morris","0900549460","2007-2011","Detached","Number","Margins of Error",61
"Morris","0900549460","2007-2011","Detached","Percent","Housing Units",88.8
"Morris","0900549460","2007-2011","Detached","Percent","Margins of Error",3.6
"Morris","0900549460","2008-2012","Total","Number","Housing Units",1279
"Morris","0900549460","2008-2012","Total","Number","Margins of Error",55
"Morris","0900549460","2008-2012","Detached","Number","Housing Units",1156
"Morris","0900549460","2008-2012","Detached","Number","Margins of Error",74
"Morris","0900549460","2008-2012","Detached","Percent","Housing Units",90.4
"Morris","0900549460","2008-2012","Detached","Percent","Margins of Error",3.9
"Morris","0900549460","2009-2013","Total","Number","Housing Units",1266
"Morris","0900549460","2009-2013","Total","Number","Margins of Error",54
"Morris","0900549460","2009-2013","Detached","Number","Housing Units",1151
"Morris","0900549460","2009-2013","Detached","Number","Margins of Error",62
"Morris","0900549460","2009-2013","Detached","Percent","Housing Units",90.9
"Morris","0900549460","2009-2013","Detached","Percent","Margins of Error",3.2
"Morris","0900549460","2010-2014","Total","Number","Housing Units",1294
"Morris","0900549460","2010-2014","Total","Number","Margins of Error",49
"Morris","0900549460","2010-2014","Detached","Number","Housing Units",1149
"Morris","0900549460","2010-2014","Detached","Number","Margins of Error",54
"Morris","0900549460","2010-2014","Detached","Percent","Housing Units",88.8
"Morris","0900549460","2010-2014","Detached","Percent","Margins of Error",3.5
"Morris","0900549460","2011-2015","Total","Number","Housing Units",1292
"Morris","0900549460","2011-2015","Total","Number","Margins of Error",59
"Morris","0900549460","2011-2015","Detached","Number","Housing Units",1147
"Morris","0900549460","2011-2015","Detached","Number","Margins of Error",70
"Morris","0900549460","2011-2015","Detached","Percent","Housing Units",88.8
"Morris","0900549460","2011-2015","Detached","Percent","Margins of Error",3.5
"Morris","0900549460","2012-2016","Total","Number","Housing Units",1290
"Morris","0900549460","2012-2016","Total","Number","Margins of Error",50
"Morris","0900549460","2012-2016","Detached","Number","Housing Units",1167
"Morris","0900549460","2012-2016","Detached","Number","Margins of Error",59
"Morris","0900549460","2012-2016","Detached","Percent","Housing Units",90.5
"Morris","0900549460","2012-2016","Detached","Percent","Margins of Error",3.2
"Naugatuck","0900949950","2006-2010","Total","Number","Housing Units",13383
"Naugatuck","0900949950","2006-2010","Total","Number","Margins of Error",384
"Naugatuck","0900949950","2006-2010","Detached","Number","Housing Units",7557
"Naugatuck","0900949950","2006-2010","Detached","Number","Margins of Error",338
"Naugatuck","0900949950","2006-2010","Detached","Percent","Housing Units",56.5
"Naugatuck","0900949950","2006-2010","Detached","Percent","Margins of Error",2.4
"Naugatuck","0900949950","2007-2011","Total","Number","Housing Units",13212
"Naugatuck","0900949950","2007-2011","Total","Number","Margins of Error",408
"Naugatuck","0900949950","2007-2011","Detached","Number","Housing Units",7446
"Naugatuck","0900949950","2007-2011","Detached","Number","Margins of Error",388
"Naugatuck","0900949950","2007-2011","Detached","Percent","Housing Units",56.4
"Naugatuck","0900949950","2007-2011","Detached","Percent","Margins of Error",2.4
"Naugatuck","0900949950","2008-2012","Total","Number","Housing Units",13395
"Naugatuck","0900949950","2008-2012","Total","Number","Margins of Error",566
"Naugatuck","0900949950","2008-2012","Detached","Number","Housing Units",7557
"Naugatuck","0900949950","2008-2012","Detached","Number","Margins of Error",471
"Naugatuck","0900949950","2008-2012","Detached","Percent","Housing Units",56.4
"Naugatuck","0900949950","2008-2012","Detached","Percent","Margins of Error",2.7
"Naugatuck","0900949950","2009-2013","Total","Number","Housing Units",13248
"Naugatuck","0900949950","2009-2013","Total","Number","Margins of Error",472
"Naugatuck","0900949950","2009-2013","Detached","Number","Housing Units",7679
"Naugatuck","0900949950","2009-2013","Detached","Number","Margins of Error",482
"Naugatuck","0900949950","2009-2013","Detached","Percent","Housing Units",58
"Naugatuck","0900949950","2009-2013","Detached","Percent","Margins of Error",2.7
"Naugatuck","0900949950","2010-2014","Total","Number","Housing Units",13103
"Naugatuck","0900949950","2010-2014","Total","Number","Margins of Error",453
"Naugatuck","0900949950","2010-2014","Detached","Number","Housing Units",7708
"Naugatuck","0900949950","2010-2014","Detached","Number","Margins of Error",433
"Naugatuck","0900949950","2010-2014","Detached","Percent","Housing Units",58.8
"Naugatuck","0900949950","2010-2014","Detached","Percent","Margins of Error",3
"Naugatuck","0900949950","2011-2015","Total","Number","Housing Units",12930
"Naugatuck","0900949950","2011-2015","Total","Number","Margins of Error",454
"Naugatuck","0900949950","2011-2015","Detached","Number","Housing Units",7479
"Naugatuck","0900949950","2011-2015","Detached","Number","Margins of Error",457
"Naugatuck","0900949950","2011-2015","Detached","Percent","Housing Units",57.8
"Naugatuck","0900949950","2011-2015","Detached","Percent","Margins of Error",2.5
"Naugatuck","0900949950","2012-2016","Total","Number","Housing Units",12808
"Naugatuck","0900949950","2012-2016","Total","Number","Margins of Error",442
"Naugatuck","0900949950","2012-2016","Detached","Number","Housing Units",7435
"Naugatuck","0900949950","2012-2016","Detached","Number","Margins of Error",383
"Naugatuck","0900949950","2012-2016","Detached","Percent","Housing Units",58
"Naugatuck","0900949950","2012-2016","Detached","Percent","Margins of Error",2.5
"New Britain","0900350440","2006-2010","Total","Number","Housing Units",32917
"New Britain","0900350440","2006-2010","Total","Number","Margins of Error",739
"New Britain","0900350440","2006-2010","Detached","Number","Housing Units",10033
"New Britain","0900350440","2006-2010","Detached","Number","Margins of Error",462
"New Britain","0900350440","2006-2010","Detached","Percent","Housing Units",30.5
"New Britain","0900350440","2006-2010","Detached","Percent","Margins of Error",1.4
"New Britain","0900350440","2007-2011","Total","Number","Housing Units",32267
"New Britain","0900350440","2007-2011","Total","Number","Margins of Error",651
"New Britain","0900350440","2007-2011","Detached","Number","Housing Units",9839
"New Britain","0900350440","2007-2011","Detached","Number","Margins of Error",490
"New Britain","0900350440","2007-2011","Detached","Percent","Housing Units",30.5
"New Britain","0900350440","2007-2011","Detached","Percent","Margins of Error",1.5
"New Britain","0900350440","2008-2012","Total","Number","Housing Units",31430
"New Britain","0900350440","2008-2012","Total","Number","Margins of Error",741
"New Britain","0900350440","2008-2012","Detached","Number","Housing Units",9354
"New Britain","0900350440","2008-2012","Detached","Number","Margins of Error",487
"New Britain","0900350440","2008-2012","Detached","Percent","Housing Units",29.8
"New Britain","0900350440","2008-2012","Detached","Percent","Margins of Error",1.3
"New Britain","0900350440","2009-2013","Total","Number","Housing Units",31322
"New Britain","0900350440","2009-2013","Total","Number","Margins of Error",725
"New Britain","0900350440","2009-2013","Detached","Number","Housing Units",9097
"New Britain","0900350440","2009-2013","Detached","Number","Margins of Error",412
"New Britain","0900350440","2009-2013","Detached","Percent","Housing Units",29
"New Britain","0900350440","2009-2013","Detached","Percent","Margins of Error",1.1
"New Britain","0900350440","2010-2014","Total","Number","Housing Units",31023
"New Britain","0900350440","2010-2014","Total","Number","Margins of Error",673
"New Britain","0900350440","2010-2014","Detached","Number","Housing Units",8819
"New Britain","0900350440","2010-2014","Detached","Number","Margins of Error",454
"New Britain","0900350440","2010-2014","Detached","Percent","Housing Units",28.4
"New Britain","0900350440","2010-2014","Detached","Percent","Margins of Error",1.3
"New Britain","0900350440","2011-2015","Total","Number","Housing Units",31670
"New Britain","0900350440","2011-2015","Total","Number","Margins of Error",703
"New Britain","0900350440","2011-2015","Detached","Number","Housing Units",9061
"New Britain","0900350440","2011-2015","Detached","Number","Margins of Error",478
"New Britain","0900350440","2011-2015","Detached","Percent","Housing Units",28.6
"New Britain","0900350440","2011-2015","Detached","Percent","Margins of Error",1.3
"New Britain","0900350440","2012-2016","Total","Number","Housing Units",31616
"New Britain","0900350440","2012-2016","Total","Number","Margins of Error",643
"New Britain","0900350440","2012-2016","Detached","Number","Housing Units",9184
"New Britain","0900350440","2012-2016","Detached","Number","Margins of Error",398
"New Britain","0900350440","2012-2016","Detached","Percent","Housing Units",29
"New Britain","0900350440","2012-2016","Detached","Percent","Margins of Error",1.2
"New Canaan","0900150580","2006-2010","Total","Number","Housing Units",7203
"New Canaan","0900150580","2006-2010","Total","Number","Margins of Error",239
"New Canaan","0900150580","2006-2010","Detached","Number","Housing Units",5530
"New Canaan","0900150580","2006-2010","Detached","Number","Margins of Error",255
"New Canaan","0900150580","2006-2010","Detached","Percent","Housing Units",76.8
"New Canaan","0900150580","2006-2010","Detached","Percent","Margins of Error",2.7
"New Canaan","0900150580","2007-2011","Total","Number","Housing Units",7163
"New Canaan","0900150580","2007-2011","Total","Number","Margins of Error",253
"New Canaan","0900150580","2007-2011","Detached","Number","Housing Units",5536
"New Canaan","0900150580","2007-2011","Detached","Number","Margins of Error",236
"New Canaan","0900150580","2007-2011","Detached","Percent","Housing Units",77.3
"New Canaan","0900150580","2007-2011","Detached","Percent","Margins of Error",2.3
"New Canaan","0900150580","2008-2012","Total","Number","Housing Units",7271
"New Canaan","0900150580","2008-2012","Total","Number","Margins of Error",282
"New Canaan","0900150580","2008-2012","Detached","Number","Housing Units",5385
"New Canaan","0900150580","2008-2012","Detached","Number","Margins of Error",306
"New Canaan","0900150580","2008-2012","Detached","Percent","Housing Units",74.1
"New Canaan","0900150580","2008-2012","Detached","Percent","Margins of Error",2.5
"New Canaan","0900150580","2009-2013","Total","Number","Housing Units",7260
"New Canaan","0900150580","2009-2013","Total","Number","Margins of Error",283
"New Canaan","0900150580","2009-2013","Detached","Number","Housing Units",5410
"New Canaan","0900150580","2009-2013","Detached","Number","Margins of Error",264
"New Canaan","0900150580","2009-2013","Detached","Percent","Housing Units",74.5
"New Canaan","0900150580","2009-2013","Detached","Percent","Margins of Error",2.3
"New Canaan","0900150580","2010-2014","Total","Number","Housing Units",7305
"New Canaan","0900150580","2010-2014","Total","Number","Margins of Error",233
"New Canaan","0900150580","2010-2014","Detached","Number","Housing Units",5390
"New Canaan","0900150580","2010-2014","Detached","Number","Margins of Error",238
"New Canaan","0900150580","2010-2014","Detached","Percent","Housing Units",73.8
"New Canaan","0900150580","2010-2014","Detached","Percent","Margins of Error",2.1
"New Canaan","0900150580","2011-2015","Total","Number","Housing Units",7310
"New Canaan","0900150580","2011-2015","Total","Number","Margins of Error",211
"New Canaan","0900150580","2011-2015","Detached","Number","Housing Units",5334
"New Canaan","0900150580","2011-2015","Detached","Number","Margins of Error",248
"New Canaan","0900150580","2011-2015","Detached","Percent","Housing Units",73
"New Canaan","0900150580","2011-2015","Detached","Percent","Margins of Error",2.4
"New Canaan","0900150580","2012-2016","Total","Number","Housing Units",7444
"New Canaan","0900150580","2012-2016","Total","Number","Margins of Error",215
"New Canaan","0900150580","2012-2016","Detached","Number","Housing Units",5437
"New Canaan","0900150580","2012-2016","Detached","Number","Margins of Error",234
"New Canaan","0900150580","2012-2016","Detached","Percent","Housing Units",73
"New Canaan","0900150580","2012-2016","Detached","Percent","Margins of Error",2.4
"New Fairfield","0900150860","2006-2010","Total","Number","Housing Units",5396
"New Fairfield","0900150860","2006-2010","Total","Number","Margins of Error",205
"New Fairfield","0900150860","2006-2010","Detached","Number","Housing Units",5188
"New Fairfield","0900150860","2006-2010","Detached","Number","Margins of Error",225
"New Fairfield","0900150860","2006-2010","Detached","Percent","Housing Units",96.1
"New Fairfield","0900150860","2006-2010","Detached","Percent","Margins of Error",1.6
"New Fairfield","0900150860","2007-2011","Total","Number","Housing Units",5473
"New Fairfield","0900150860","2007-2011","Total","Number","Margins of Error",220
"New Fairfield","0900150860","2007-2011","Detached","Number","Housing Units",5265
"New Fairfield","0900150860","2007-2011","Detached","Number","Margins of Error",218
"New Fairfield","0900150860","2007-2011","Detached","Percent","Housing Units",96.2
"New Fairfield","0900150860","2007-2011","Detached","Percent","Margins of Error",1.4
"New Fairfield","0900150860","2008-2012","Total","Number","Housing Units",5507
"New Fairfield","0900150860","2008-2012","Total","Number","Margins of Error",201
"New Fairfield","0900150860","2008-2012","Detached","Number","Housing Units",5236
"New Fairfield","0900150860","2008-2012","Detached","Number","Margins of Error",188
"New Fairfield","0900150860","2008-2012","Detached","Percent","Housing Units",95.1
"New Fairfield","0900150860","2008-2012","Detached","Percent","Margins of Error",1.8
"New Fairfield","0900150860","2009-2013","Total","Number","Housing Units",5656
"New Fairfield","0900150860","2009-2013","Total","Number","Margins of Error",226
"New Fairfield","0900150860","2009-2013","Detached","Number","Housing Units",5436
"New Fairfield","0900150860","2009-2013","Detached","Number","Margins of Error",226
"New Fairfield","0900150860","2009-2013","Detached","Percent","Housing Units",96.1
"New Fairfield","0900150860","2009-2013","Detached","Percent","Margins of Error",1.4
"New Fairfield","0900150860","2010-2014","Total","Number","Housing Units",5820
"New Fairfield","0900150860","2010-2014","Total","Number","Margins of Error",215
"New Fairfield","0900150860","2010-2014","Detached","Number","Housing Units",5597
"New Fairfield","0900150860","2010-2014","Detached","Number","Margins of Error",207
"New Fairfield","0900150860","2010-2014","Detached","Percent","Housing Units",96.2
"New Fairfield","0900150860","2010-2014","Detached","Percent","Margins of Error",1.4
"New Fairfield","0900150860","2011-2015","Total","Number","Housing Units",5863
"New Fairfield","0900150860","2011-2015","Total","Number","Margins of Error",205
"New Fairfield","0900150860","2011-2015","Detached","Number","Housing Units",5695
"New Fairfield","0900150860","2011-2015","Detached","Number","Margins of Error",189
"New Fairfield","0900150860","2011-2015","Detached","Percent","Housing Units",97.1
"New Fairfield","0900150860","2011-2015","Detached","Percent","Margins of Error",1
"New Fairfield","0900150860","2012-2016","Total","Number","Housing Units",5705
"New Fairfield","0900150860","2012-2016","Total","Number","Margins of Error",169
"New Fairfield","0900150860","2012-2016","Detached","Number","Housing Units",5503
"New Fairfield","0900150860","2012-2016","Detached","Number","Margins of Error",164
"New Fairfield","0900150860","2012-2016","Detached","Percent","Housing Units",96.5
"New Fairfield","0900150860","2012-2016","Detached","Percent","Margins of Error",1.3
"New Hartford","0900551350","2006-2010","Total","Number","Housing Units",2798
"New Hartford","0900551350","2006-2010","Total","Number","Margins of Error",168
"New Hartford","0900551350","2006-2010","Detached","Number","Housing Units",2459
"New Hartford","0900551350","2006-2010","Detached","Number","Margins of Error",185
"New Hartford","0900551350","2006-2010","Detached","Percent","Housing Units",87.9
"New Hartford","0900551350","2006-2010","Detached","Percent","Margins of Error",4
"New Hartford","0900551350","2007-2011","Total","Number","Housing Units",2899
"New Hartford","0900551350","2007-2011","Total","Number","Margins of Error",169
"New Hartford","0900551350","2007-2011","Detached","Number","Housing Units",2652
"New Hartford","0900551350","2007-2011","Detached","Number","Margins of Error",185
"New Hartford","0900551350","2007-2011","Detached","Percent","Housing Units",91.5
"New Hartford","0900551350","2007-2011","Detached","Percent","Margins of Error",3.3
"New Hartford","0900551350","2008-2012","Total","Number","Housing Units",2965
"New Hartford","0900551350","2008-2012","Total","Number","Margins of Error",172
"New Hartford","0900551350","2008-2012","Detached","Number","Housing Units",2716
"New Hartford","0900551350","2008-2012","Detached","Number","Margins of Error",201
"New Hartford","0900551350","2008-2012","Detached","Percent","Housing Units",91.6
"New Hartford","0900551350","2008-2012","Detached","Percent","Margins of Error",3.5
"New Hartford","0900551350","2009-2013","Total","Number","Housing Units",2914
"New Hartford","0900551350","2009-2013","Total","Number","Margins of Error",214
"New Hartford","0900551350","2009-2013","Detached","Number","Housing Units",2785
"New Hartford","0900551350","2009-2013","Detached","Number","Margins of Error",220
"New Hartford","0900551350","2009-2013","Detached","Percent","Housing Units",95.6
"New Hartford","0900551350","2009-2013","Detached","Percent","Margins of Error",2.2
"New Hartford","0900551350","2010-2014","Total","Number","Housing Units",2984
"New Hartford","0900551350","2010-2014","Total","Number","Margins of Error",196
"New Hartford","0900551350","2010-2014","Detached","Number","Housing Units",2785
"New Hartford","0900551350","2010-2014","Detached","Number","Margins of Error",231
"New Hartford","0900551350","2010-2014","Detached","Percent","Housing Units",93.3
"New Hartford","0900551350","2010-2014","Detached","Percent","Margins of Error",3.5
"New Hartford","0900551350","2011-2015","Total","Number","Housing Units",2906
"New Hartford","0900551350","2011-2015","Total","Number","Margins of Error",228
"New Hartford","0900551350","2011-2015","Detached","Number","Housing Units",2658
"New Hartford","0900551350","2011-2015","Detached","Number","Margins of Error",235
"New Hartford","0900551350","2011-2015","Detached","Percent","Housing Units",91.5
"New Hartford","0900551350","2011-2015","Detached","Percent","Margins of Error",4.4
"New Hartford","0900551350","2012-2016","Total","Number","Housing Units",2757
"New Hartford","0900551350","2012-2016","Total","Number","Margins of Error",199
"New Hartford","0900551350","2012-2016","Detached","Number","Housing Units",2484
"New Hartford","0900551350","2012-2016","Detached","Number","Margins of Error",192
"New Hartford","0900551350","2012-2016","Detached","Percent","Housing Units",90.1
"New Hartford","0900551350","2012-2016","Detached","Percent","Margins of Error",4.5
"New Haven","0900952070","2006-2010","Total","Number","Housing Units",55708
"New Haven","0900952070","2006-2010","Total","Number","Margins of Error",1251
"New Haven","0900952070","2006-2010","Detached","Number","Housing Units",11504
"New Haven","0900952070","2006-2010","Detached","Number","Margins of Error",597
"New Haven","0900952070","2006-2010","Detached","Percent","Housing Units",20.7
"New Haven","0900952070","2006-2010","Detached","Percent","Margins of Error",1
"New Haven","0900952070","2007-2011","Total","Number","Housing Units",57133
"New Haven","0900952070","2007-2011","Total","Number","Margins of Error",1131
"New Haven","0900952070","2007-2011","Detached","Number","Housing Units",11470
"New Haven","0900952070","2007-2011","Detached","Number","Margins of Error",593
"New Haven","0900952070","2007-2011","Detached","Percent","Housing Units",20.1
"New Haven","0900952070","2007-2011","Detached","Percent","Margins of Error",0.9
"New Haven","0900952070","2008-2012","Total","Number","Housing Units",57045
"New Haven","0900952070","2008-2012","Total","Number","Margins of Error",1067
"New Haven","0900952070","2008-2012","Detached","Number","Housing Units",11700
"New Haven","0900952070","2008-2012","Detached","Number","Margins of Error",554
"New Haven","0900952070","2008-2012","Detached","Percent","Housing Units",20.5
"New Haven","0900952070","2008-2012","Detached","Percent","Margins of Error",0.9
"New Haven","0900952070","2009-2013","Total","Number","Housing Units",57433
"New Haven","0900952070","2009-2013","Total","Number","Margins of Error",1057
"New Haven","0900952070","2009-2013","Detached","Number","Housing Units",12043
"New Haven","0900952070","2009-2013","Detached","Number","Margins of Error",614
"New Haven","0900952070","2009-2013","Detached","Percent","Housing Units",21
"New Haven","0900952070","2009-2013","Detached","Percent","Margins of Error",1.1
"New Haven","0900952070","2010-2014","Total","Number","Housing Units",57190
"New Haven","0900952070","2010-2014","Total","Number","Margins of Error",1006
"New Haven","0900952070","2010-2014","Detached","Number","Housing Units",11141
"New Haven","0900952070","2010-2014","Detached","Number","Margins of Error",545
"New Haven","0900952070","2010-2014","Detached","Percent","Housing Units",19.5
"New Haven","0900952070","2010-2014","Detached","Percent","Margins of Error",0.9
"New Haven","0900952070","2011-2015","Total","Number","Housing Units",56673
"New Haven","0900952070","2011-2015","Total","Number","Margins of Error",1004
"New Haven","0900952070","2011-2015","Detached","Number","Housing Units",11141
"New Haven","0900952070","2011-2015","Detached","Number","Margins of Error",518
"New Haven","0900952070","2011-2015","Detached","Percent","Housing Units",19.7
"New Haven","0900952070","2011-2015","Detached","Percent","Margins of Error",0.9
"New Haven","0900952070","2012-2016","Total","Number","Housing Units",56399
"New Haven","0900952070","2012-2016","Total","Number","Margins of Error",916
"New Haven","0900952070","2012-2016","Detached","Number","Housing Units",11128
"New Haven","0900952070","2012-2016","Detached","Number","Margins of Error",576
"New Haven","0900952070","2012-2016","Detached","Percent","Housing Units",19.7
"New Haven","0900952070","2012-2016","Detached","Percent","Margins of Error",1
"New Haven County","09009","2006-2010","Total","Number","Housing Units",359509
"New Haven County","09009","2006-2010","Total","Number","Margins of Error",767
"New Haven County","09009","2006-2010","Detached","Number","Housing Units",194015
"New Haven County","09009","2006-2010","Detached","Number","Margins of Error",1583
"New Haven County","09009","2006-2010","Detached","Percent","Housing Units",54
"New Haven County","09009","2006-2010","Detached","Percent","Margins of Error",0.5
"New Haven County","09009","2007-2011","Total","Number","Housing Units",360895
"New Haven County","09009","2007-2011","Total","Number","Margins of Error",802
"New Haven County","09009","2007-2011","Detached","Number","Housing Units",193368
"New Haven County","09009","2007-2011","Detached","Number","Margins of Error",1533
"New Haven County","09009","2007-2011","Detached","Percent","Housing Units",53.6
"New Haven County","09009","2007-2011","Detached","Percent","Margins of Error",0.4
"New Haven County","09009","2008-2012","Total","Number","Housing Units",361393
"New Haven County","09009","2008-2012","Total","Number","Margins of Error",714
"New Haven County","09009","2008-2012","Detached","Number","Housing Units",193118
"New Haven County","09009","2008-2012","Detached","Number","Margins of Error",1519
"New Haven County","09009","2008-2012","Detached","Percent","Housing Units",53.4
"New Haven County","09009","2008-2012","Detached","Percent","Margins of Error",0.4
"New Haven County","09009","2009-2013","Total","Number","Housing Units",361726
"New Haven County","09009","2009-2013","Total","Number","Margins of Error",549
"New Haven County","09009","2009-2013","Detached","Number","Housing Units",194405
"New Haven County","09009","2009-2013","Detached","Number","Margins of Error",1573
"New Haven County","09009","2009-2013","Detached","Percent","Housing Units",53.7
"New Haven County","09009","2009-2013","Detached","Percent","Margins of Error",0.4
"New Haven County","09009","2010-2014","Total","Number","Housing Units",362202
"New Haven County","09009","2010-2014","Total","Number","Margins of Error",600
"New Haven County","09009","2010-2014","Detached","Number","Housing Units",192604
"New Haven County","09009","2010-2014","Detached","Number","Margins of Error",1598
"New Haven County","09009","2010-2014","Detached","Percent","Housing Units",53.2
"New Haven County","09009","2010-2014","Detached","Percent","Margins of Error",0.5
"New Haven County","09009","2011-2015","Total","Number","Housing Units",362351
"New Haven County","09009","2011-2015","Total","Number","Margins of Error",374
"New Haven County","09009","2011-2015","Detached","Number","Housing Units",193790
"New Haven County","09009","2011-2015","Detached","Number","Margins of Error",1751
"New Haven County","09009","2011-2015","Detached","Percent","Housing Units",53.5
"New Haven County","09009","2011-2015","Detached","Percent","Margins of Error",0.5
"New Haven County","09009","2012-2016","Total","Number","Housing Units",362497
"New Haven County","09009","2012-2016","Total","Number","Margins of Error",346
"New Haven County","09009","2012-2016","Detached","Number","Housing Units",194120
"New Haven County","09009","2012-2016","Detached","Number","Margins of Error",1676
"New Haven County","09009","2012-2016","Detached","Percent","Housing Units",53.6
"New Haven County","09009","2012-2016","Detached","Percent","Margins of Error",0.5
"New London","0901152350","2006-2010","Total","Number","Housing Units",11504
"New London","0901152350","2006-2010","Total","Number","Margins of Error",473
"New London","0901152350","2006-2010","Detached","Number","Housing Units",3564
"New London","0901152350","2006-2010","Detached","Number","Margins of Error",328
"New London","0901152350","2006-2010","Detached","Percent","Housing Units",31
"New London","0901152350","2006-2010","Detached","Percent","Margins of Error",2.6
"New London","0901152350","2007-2011","Total","Number","Housing Units",11921
"New London","0901152350","2007-2011","Total","Number","Margins of Error",591
"New London","0901152350","2007-2011","Detached","Number","Housing Units",3896
"New London","0901152350","2007-2011","Detached","Number","Margins of Error",390
"New London","0901152350","2007-2011","Detached","Percent","Housing Units",32.7
"New London","0901152350","2007-2011","Detached","Percent","Margins of Error",2.7
"New London","0901152350","2008-2012","Total","Number","Housing Units",11760
"New London","0901152350","2008-2012","Total","Number","Margins of Error",572
"New London","0901152350","2008-2012","Detached","Number","Housing Units",3729
"New London","0901152350","2008-2012","Detached","Number","Margins of Error",356
"New London","0901152350","2008-2012","Detached","Percent","Housing Units",31.7
"New London","0901152350","2008-2012","Detached","Percent","Margins of Error",2.5
"New London","0901152350","2009-2013","Total","Number","Housing Units",11591
"New London","0901152350","2009-2013","Total","Number","Margins of Error",534
"New London","0901152350","2009-2013","Detached","Number","Housing Units",3895
"New London","0901152350","2009-2013","Detached","Number","Margins of Error",404
"New London","0901152350","2009-2013","Detached","Percent","Housing Units",33.6
"New London","0901152350","2009-2013","Detached","Percent","Margins of Error",3.1
"New London","0901152350","2010-2014","Total","Number","Housing Units",11582
